source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for iPhone,947614110082043904,"HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!",Sun Dec 31 23:43:04 +0000 2017,35394,,156032,False
Twitter for iPhone,947592785519173637,"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America!",Sun Dec 31 22:18:20 +0000 2017,39698,,158995,False
Twitter for iPhone,947588263103139841,"Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basis, has now closed down the Internet so that peaceful demonstrators cannot communicate. Not good!",Sun Dec 31 22:00:21 +0000 2017,28128,,87677,False
Media Studio,947544600918372353,"What a year it’s been, and we're just getting started. Together, we are MAKING AMERICA GREAT AGAIN! Happy New Year!! https://t.co/qsMNyN1UJG",Sun Dec 31 19:06:52 +0000 2017,26633,,101162,False
Twitter for iPhone,947536951464333318,"My deepest condolences to the victims of the terrible shooting in Douglas County @DCSheriff, and their families. We love our police and law enforcement - God Bless them all! #LESM",Sun Dec 31 18:36:28 +0000 2017,17041,,76080,False
Twitter for iPhone,947461470924820480,"Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the great wealth created during the months since the Election. People are much better off now not to mention ISIS, VA, Judges, Strong Border, 2nd A, Tax Cuts &amp; more?",Sun Dec 31 13:36:32 +0000 2017,26035,,106236,False
Twitter for iPhone,947458942719979520,"If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! https://t.co/9TzSC8F8vY",Sun Dec 31 13:26:29 +0000 2017,14478,,63403,False
Twitter for iPhone,947453152806297600,Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!,Sun Dec 31 13:03:29 +0000 2017,30412,,108343,False
Twitter for iPhone,947328044821336070,“Trump Rally: Stocks put 2017 in the record books” https://t.co/0foQGaFjMh,Sun Dec 31 04:46:21 +0000 2017,13096,,58549,False
Twitter for iPhone,947236393184628741,"Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dramatically Cut, and it will only get better. MUCH MORE TO COME!",Sat Dec 30 22:42:09 +0000 2017,24332,,117013,False
Twitter for iPhone,947235015343202304,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair “press,” now often referred to as Fake News Media. Phony and non-existent “sources” are being used more often than ever. Many stories &amp; reports a pure fiction!",Sat Dec 30 22:36:41 +0000 2017,50342,,195754,False
Twitter for iPhone,947213895286054914,"On Taxes: “This is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 years ago.This is a huge pro-growth stimulus for the economy. Every year the Obama WH overstated how the economy would grow. Now real economics and jobs.” @WSJ Report",Sat Dec 30 21:12:45 +0000 2017,16703,,73325,False
Twitter for iPhone,947181212468203520,"Oppressive regimes cannot endure forever, and the day will come when the Iranian people will face a choice. The world is watching! https://t.co/kvv1uAqcZ9",Sat Dec 30 19:02:53 +0000 2017,23270,,78932,False
Twitter for iPhone,947180713236934657,"The entire world understands that the good people of Iran want change, and, other than the vast military power of the United States, that Iran’s people are what their leaders fear the most.... https://t.co/W8rKN9B6RT",Sat Dec 30 19:00:54 +0000 2017,23532,,77986,False
Twitter for iPhone,946949708915924994,"Many reports of peaceful protests by Iranian citizens fed up with regime’s corruption &amp; its squandering of the nation’s wealth to fund terrorism abroad. Iranian govt should respect their people’s rights, including right to express themselves. The world is watching! #IranProtests",Sat Dec 30 03:42:58 +0000 2017,60821,,138901,False
Twitter for iPhone,946731576687235072,"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration &amp; ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!",Fri Dec 29 13:16:11 +0000 2017,35208,,142106,False
Twitter for iPhone,946728546633953285,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!",Fri Dec 29 13:04:09 +0000 2017,27652,,118765,False
Twitter for iPhone,946725057384108033,"RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan 

The result?

Every middle class family they sat down with SA…",Fri Dec 29 12:50:17 +0000 2017,15548,,0,True
Twitter for iPhone,946724984218669056,"RT @charliekirk11: ISIS getting slaughtered: 

Square miles liberated from ISIS
Trump: 26,000 --  Obama: 13,200

Total Square miles held by…",Fri Dec 29 12:50:00 +0000 2017,18726,,0,True
Twitter for iPhone,946724719956578304,"RT @FoxBusiness: .@charliekirk11: ""What this president has done is truly historic, and if a Democrat president achieved 1/10th of what @POT…",Fri Dec 29 12:48:57 +0000 2017,11060,,0,True
Twitter for iPhone,946724543774765056,"RT @charliekirk11: 3 big wins in 2017 you won't hear:

Trump confirmed the most circuit court judges ever in a President's 1st year (all co…",Fri Dec 29 12:48:15 +0000 2017,16174,,0,True
Twitter for iPhone,946724075157651457,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage &amp; Russia hoax!",Fri Dec 29 12:46:23 +0000 2017,23184,,98172,False
Twitter for iPhone,946531657229701120,"In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up!",Fri Dec 29 00:01:47 +0000 2017,65929,,204151,False
Twitter for iPhone,946519720450252800,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/OeyTdFyl1Q https://t.co/wdLQkfdy4m",Thu Dec 28 23:14:21 +0000 2017,15516,,67092,False
Twitter for iPhone,946505517417095168,"RT @realDonaldTrump: “Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn",Thu Dec 28 22:17:55 +0000 2017,21183,,0,True
Twitter for iPhone,946505439939911685,"RT @DanScavino: Congratulations to the 2017 @PinstripeBowl (Yankee Stadium) Champions, Iowa @HawkeyeFootball! https://t.co/NlaWU6bKmH",Thu Dec 28 22:17:36 +0000 2017,2231,,0,True
Twitter for iPhone,946505312164630530,"RT @EricTrump: #ThrowbackThursdays 
@realDonaldTrump 🇺🇸🇺🇸🇺🇸 https://t.co/Z44IObGZ7V",Thu Dec 28 22:17:06 +0000 2017,6612,,0,True
Twitter for iPhone,946505155809247232,RT @IvankaTrump: “The Trump economy is booming.” One thing @realDonaldTrump “has done that has received little attention despite arguably d…,Thu Dec 28 22:16:29 +0000 2017,11872,,0,True
Twitter for iPad,946460939578167296,"I've been saying it for a long, long time. #NoKo https://t.co/LQl7tGhMdO",Thu Dec 28 19:20:47 +0000 2017,26402,,73657,False
Twitter for iPhone,946416486054285314,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!,Thu Dec 28 16:24:08 +0000 2017,31963,,124997,False
Twitter for iPhone,946415026402988033,Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet!,Thu Dec 28 16:18:20 +0000 2017,21499,,108370,False
Twitter for iPhone,946401576381505536,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St James’s &amp; a big fundraiser for CH, is beside herself in grief &amp; begging for forgiveness!",Thu Dec 28 15:24:53 +0000 2017,14587,,65832,False
Twitter for iPhone,946210723528572930,"“Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn",Thu Dec 28 02:46:30 +0000 2017,21183,,84891,False
Twitter for iPhone,946201376652169220,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of territory in both Iraq and Syria. As of 12/21, the U.S. military est the remaining 1,000 or so fighters occupy roughly 1,900 square miles..” @jamiejmcintyre @dcexaminer https://t.co/OgYEuDgzD2",Thu Dec 28 02:09:22 +0000 2017,19706,,68505,False
Twitter for iPhone,946156544927977477,"Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters, paramedics, first responders - what amazing people they are!",Wed Dec 27 23:11:13 +0000 2017,18464,,108614,False
Twitter for iPhone,946151080546750465,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of territory in both Iraq and Syria. As of 12/21, the U.S. military estimates the remaining 1,000 or so fighters occupy roughly 1,900 square miles...” via @jamiejmcintyre https://t.co/0lXKMUoPE9",Wed Dec 27 22:49:30 +0000 2017,12128,,38520,False
Twitter for iPhone,945780569388015616,"All signs are that business is looking really good for next year, only to be helped further by our Tax Cut Bill. Will be a great year for Companies and JOBS! Stock Market is poised for another year of SUCCESS!",Tue Dec 26 22:17:14 +0000 2017,25344,,130759,False
Twitter for iPhone,945646491955290113,"WOW, @foxandfrlends  “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.” And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!",Tue Dec 26 13:24:27 +0000 2017,35628,,119478,False
Twitter for iPhone,945624910898122752,"Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill, which essentially Repeals (over time) ObamaCare, the Democrats &amp; Republicans will eventually come together and develop a great new HealthCare plan!",Tue Dec 26 11:58:42 +0000 2017,20656,,110208,False
Twitter for iPhone,945437479863291904,"I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again (which is happening faster than anyone anticipated)!",Mon Dec 25 23:33:55 +0000 2017,34926,,199932,False
Twitter for iPhone,945436206267060226,RT @EricTrump: We should all take a moment to say a prayer for those who paid the ultimate price  — Their bravery and sacrifice allows us t…,Mon Dec 25 23:28:51 +0000 2017,23614,,0,True
Twitter for iPhone,945287222210781184,MERRY CHRISTMAS!!! https://t.co/mYtV5GNdLl,Mon Dec 25 13:36:51 +0000 2017,49883,,203792,False
Twitter for iPhone,945140007572004870,MERRY CHRISTMAS!! https://t.co/xa2qxcisVV,Mon Dec 25 03:51:52 +0000 2017,34038,,151030,False
Twitter for iPhone,945126026824298497,People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our cherished and beautiful phrase. MERRY CHRISTMAS!!!!!,Mon Dec 25 02:56:19 +0000 2017,55103,,232320,False
Twitter for iPhone,945030174290186241,"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandate, brought it all together as to what an incredible year we had. Don’t let the Fake News convince you otherwise...and our insider Polls are strong!",Sun Dec 24 20:35:26 +0000 2017,23221,,111414,False
Twitter for iPhone,944927689638662145,"The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE AMERICA GREAT AGAIN!",Sun Dec 24 13:48:11 +0000 2017,33220,,140299,False
Twitter for iPhone,944908467499884544,RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99,Sun Dec 24 12:31:48 +0000 2017,11846,,0,True
Twitter for iPhone,944906847970119680,".@FoxNews-FBI’s Andrew McCabe, “in addition to his wife getting all of this money from M (Clinton Puppet), he was using, allegedly, his FBI Official Email Account to promote her campaign. You obviously cannot do this. These were the people who were investigating Hillary Clinton.”",Sun Dec 24 12:25:22 +0000 2017,29754,,99677,False
Twitter for iPhone,944703626454487042,"Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a “Trumper,” and he lost.  Good Republican candidates will win BIG!",Sat Dec 23 22:57:50 +0000 2017,16929,,85348,False
Twitter for iPhone,944700332881440769,"The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media!",Sat Dec 23 22:44:45 +0000 2017,22728,,101231,False
Twitter for iPhone,944667102312566784,"Wow, “FBI lawyer James Baker reassigned,” according to @FoxNews.",Sat Dec 23 20:32:42 +0000 2017,16794,,66132,False
Twitter for iPhone,944666448185692166,FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!,Sat Dec 23 20:30:06 +0000 2017,20991,,73110,False
Twitter for iPhone,944665687292817415,"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife’s campaign by Clinton Puppets during investigation?",Sat Dec 23 20:27:05 +0000 2017,36175,,121354,False
Twitter for iPhone,944659788826324992,RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7,Sat Dec 23 20:03:39 +0000 2017,21224,,0,True
Twitter for iPhone,944329684032081921,"Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill.",Fri Dec 22 22:11:56 +0000 2017,25757,,121704,False
Media Studio,944308491887316992,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks: https://t.co/kMxoxEB68G https://t.co/OeAoA0sLfx",Fri Dec 22 20:47:43 +0000 2017,15999,,69047,False
Twitter for iPhone,944308373373308929,"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!",Fri Dec 22 20:47:15 +0000 2017,19186,,91106,False
Twitter for iPhone,944276471614509057,"Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER!",Fri Dec 22 18:40:29 +0000 2017,16490,,73124,False
Twitter for iPhone,944247868126318593,"95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!",Fri Dec 22 16:46:49 +0000 2017,21759,,104354,False
Twitter for iPhone,944222979147337728,Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.,Fri Dec 22 15:07:55 +0000 2017,19465,,103281,False
Twitter for iPhone,944222157218942978,"With all my Administration has done on Legislative Approvals (broke Harry Truman’s Record), Regulation Cutting, Judicial Appointments, Building Military, VA, TAX CUTS &amp; REFORM, Record Economy/Stock Market and so much more, I am sure great credit will be given by mainstream news?",Fri Dec 22 15:04:39 +0000 2017,20014,,92096,False
Twitter for iPhone,944210183089254400,"“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of Turning Points USA. Sadly, the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long &amp; beautiful list.",Fri Dec 22 14:17:04 +0000 2017,19035,,86380,False
Twitter for iPhone,944192071535153152,"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country!",Fri Dec 22 13:05:06 +0000 2017,28082,,122524,False
Twitter for iPhone,944188445748015105,So true! https://t.co/1c8hu6O5t9,Fri Dec 22 12:50:42 +0000 2017,10295,,47792,False
Twitter for iPhone,944187730564714497,"Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of, and now it is the rage. Merry Christmas!",Fri Dec 22 12:47:51 +0000 2017,22316,,95312,False
Twitter for iPhone,943908041803657216,"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/9HgcBKDSxo https://t.co/dTMU8OwmWB",Thu Dec 21 18:16:28 +0000 2017,14158,,68696,False
Twitter for iPhone,943856675294982145,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, don’t let this happen. Pass the C.R. TODAY and keep our Government OPEN!",Thu Dec 21 14:52:22 +0000 2017,21002,,89128,False
Twitter for iPhone,943842608631238656,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN,Thu Dec 21 13:56:28 +0000 2017,18335,,86356,False
Twitter for iPhone,943824695144697857,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!,Thu Dec 21 12:45:17 +0000 2017,19332,,92315,False
Twitter for iPhone,943819430735372289,"The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts!",Thu Dec 21 12:24:22 +0000 2017,25744,,111795,False
Media Studio,943598090069536768,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R,Wed Dec 20 21:44:50 +0000 2017,24389,,101666,False
Twitter for iPhone,943543958730309633,"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o",Wed Dec 20 18:09:44 +0000 2017,20933,,83357,False
Twitter for iPhone,943534069287194626,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2",Wed Dec 20 17:30:26 +0000 2017,15625,,68588,False
Twitter for iPhone,943521141062238208,I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the passing in the Senate of the MASSIVE TAX CUT &amp; Reform Bill. I could have not asked for a better or more talented partner. Our team will go onto many more VICTORIES!,Wed Dec 20 16:39:04 +0000 2017,18100,,88704,False
Twitter for iPhone,943489378462130176,"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs!",Wed Dec 20 14:32:51 +0000 2017,18212,25073877,79155,False
Twitter for iPhone,943362605258813441,"The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (ObamaCare)Repealed. Goes to the House tomorrow morning for final vote. If approved, there will be a News Conference at The White House at approximately 1:00 P.M.",Wed Dec 20 06:09:06 +0000 2017,32062,,140937,False
Twitter for iPhone,943213901625294849,"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great House Republicans who voted in favor of cutting your taxes!",Tue Dec 19 20:18:12 +0000 2017,24855,,128188,False
Twitter for iPhone,943135588496093190,A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources don’t exist!,Tue Dec 19 15:07:01 +0000 2017,25350,,97388,False
Twitter for iPhone,943079382163353600,"Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope and size. Immediate expensing will have a big impact. Biggest Tax Cuts and Reform EVER passed. Enjoy, and create many beautiful JOBS!",Tue Dec 19 11:23:40 +0000 2017,14541,25073877,69898,False
Twitter for iPhone,943074475209355264,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!,Tue Dec 19 11:04:11 +0000 2017,24588,,114285,False
Media Studio,942921051721338880,"Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebrate AMERICAN GREATNESS as a shining example to the world.... https://t.co/ds6tZlgJpA",Tue Dec 19 00:54:32 +0000 2017,16843,,66927,False
Media Studio,942904686125965312,"With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!

OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY: https://t.co/B3POaMVID8",Mon Dec 18 23:49:30 +0000 2017,15917,,61370,False
Twitter for iPhone,942883507868782592,70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!,Mon Dec 18 22:25:20 +0000 2017,21796,,98285,False
Twitter for iPhone,942882250089271297,Thank you Maria B! https://t.co/v1UR63CqLK,Mon Dec 18 22:20:20 +0000 2017,8803,,40224,False
Twitter for iPhone,942881716913438720,So true Ivanka! https://t.co/BNGUJG69Ki,Mon Dec 18 22:18:13 +0000 2017,8878,,44123,False
Twitter for iPhone,942857031693799425,"As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! https://t.co/EvcAkjuf8w",Mon Dec 18 20:40:08 +0000 2017,10165,,48643,False
Twitter for iPhone,942854056162332677,"When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE AMERICA GREAT AGAIN! https://t.co/3AOv53S0PU",Mon Dec 18 20:28:19 +0000 2017,10464,,48706,False
Twitter for iPhone,942851788461563906,"Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled, it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! https://t.co/7SDsEeIhJH",Mon Dec 18 20:19:18 +0000 2017,13160,,64290,False
Twitter for iPhone,942840800853024770,Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities... https://t.co/Gyf5BdVm4G,Mon Dec 18 19:35:38 +0000 2017,8892,,42983,False
Twitter for iPhone,942829676699021312,"My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House.",Mon Dec 18 18:51:26 +0000 2017,15241,,83134,False
Twitter for iPhone,942827072824672262,"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long!",Mon Dec 18 18:41:05 +0000 2017,23417,,106936,False
Twitter for iPhone,942721681130483712,Ivanka Trump will be interviewed on @foxandfriends.,Mon Dec 18 11:42:18 +0000 2017,6350,,44244,False
Twitter for iPhone,942717030091943936,"Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons), and they did. I also predicted  “I” would win. Republicans will do well in 2018, very well! @foxandfriends",Mon Dec 18 11:23:49 +0000 2017,19207,,88208,False
Twitter for iPhone,942551516564639744,"More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who never tire of exploration &amp; innovation. This GREAT AMERICAN SPIRIT can be found in the design of every new supersonic jet and next generation: https://t.co/NeKPMgkdg8 https://t.co/pODjl00lAy",Mon Dec 18 00:26:07 +0000 2017,13230,,61029,False
Twitter for iPhone,942503059103604736,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. https://t.co/cKxlsdr1ut,Sun Dec 17 21:13:34 +0000 2017,11081,,63898,False
Twitter for iPhone,942439739264831488,"As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the backbone and the heartbeat of our country. Now, we are just days away... https://t.co/MADTGUMktX",Sun Dec 17 17:01:58 +0000 2017,18452,,85511,False
Media Studio,942130137734242305,WEEKLY ADDRESS🇺🇸 https://t.co/1sH20Hb33x,Sat Dec 16 20:31:43 +0000 2017,13171,,52608,False
Twitter for iPhone,942123433873281024,"TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wages, and more JOBS! https://t.co/4GxM8psMU1",Sat Dec 16 20:05:05 +0000 2017,15385,,70108,False
Twitter for iPhone,815271067749060609,"RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz",Sat Dec 31 18:59:04 +0000 2016,9529,,0,True
Twitter for iPhone,815270850916208644,"Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz",Sat Dec 31 18:58:12 +0000 2016,9529,,55601,False
Twitter for Android,815185071317676033,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!",Sat Dec 31 13:17:21 +0000 2016,141853,,350860,False
Twitter for Android,814958820980039681,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",Fri Dec 30 22:18:18 +0000 2016,23213,,84254,False
Twitter for iPhone,814920722208296960,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.… https://t.co/9WJZ8iTCQV",Fri Dec 30 19:46:55 +0000 2016,7366,,25336,False
Twitter for Android,814919370711461890,Great move on delay (by V. Putin) - I always knew he was very smart!,Fri Dec 30 19:41:33 +0000 2016,34415,,97669,False
Twitter for iPhone,814484710025994241,My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy,Thu Dec 29 14:54:21 +0000 2016,11330,,45609,False
Twitter for iPhone,814231064847728640,'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ,Wed Dec 28 22:06:28 +0000 2016,13919,,51857,False
Twitter for Android,814114980983427073,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!",Wed Dec 28 14:25:11 +0000 2016,34542,,117710,False
Twitter for Android,814113616110751744,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......",Wed Dec 28 14:19:46 +0000 2016,30237,,106626,False
Twitter for Android,814110460761018368,Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!,Wed Dec 28 14:07:13 +0000 2016,31799,,117900,False
Twitter for Android,813945096269860866,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!",Wed Dec 28 03:10:07 +0000 2016,19159,,78521,False
Twitter for Android,813865160163098628,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!",Tue Dec 27 21:52:29 +0000 2016,23222,,99838,False
Twitter for Android,813581917215977473,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!",Tue Dec 27 03:06:59 +0000 2016,15256,,67470,False
Twitter for Android,813578484572450816,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",Tue Dec 27 02:53:20 +0000 2016,17414,,71643,False
Twitter for iPhone,813527932165558273,The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!,Mon Dec 26 23:32:28 +0000 2016,30090,,128341,False
Twitter for Android,813500123053490176,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",Mon Dec 26 21:41:58 +0000 2016,22128,,77746,False
Twitter for Android,813498739923054593,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",Mon Dec 26 21:36:28 +0000 2016,22240,,91300,False
Twitter for Android,813079058896535552,"Merry Christmas and a very, very, very , very Happy New Year to everyone!",Sun Dec 25 17:48:48 +0000 2016,50193,,212467,False
Twitter for iPhone,813003030186622976,#MerryChristmas https://t.co/5GgDmJrGMS,Sun Dec 25 12:46:41 +0000 2016,42571,,151610,False
Twitter for iPhone,942044657613230080,"Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just out book, “Let Trump Be Trump.” Finally people with real knowledge are writing about our wonderful and exciting campaign!",Sat Dec 16 14:52:03 +0000 2017,22536,,110560,False
Twitter for iPhone,941868639199916037,"Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt",Sat Dec 16 03:12:37 +0000 2017,13977,,65484,False
Twitter for iPhone,941867829397254144,"RT @RepKristiNoem: A lot of tough decisions got us to this point, but we’re closer than we’ve been in 30+ years to a fairer tax code that k…",Sat Dec 16 03:09:24 +0000 2017,6800,,0,True
